sid	uid	class	text
261584813318885000	284240734	positive	Good result tonight, though! Part one of Rodgers' Gamble paid off. Have to wait for Sunday for part two. If we win that, we're off! #LFC
199686456556536000	91895448	neutral	@Megggdanna you have watch the nba playoffs! Knicks vs Heat on Wednesday!
241382989374820000	633020678	neutral	So theres a Jordan's release tomorrow at Florida Mall, am I going to be a sneaker head and go get them ??
264137021323358000	29906858	objective	"Grand! Opening! Of ""Orlando Live"" formally ""LAX"" Classic Wknd! Friday, Saturday, Sunday! Some of the Biggest http://instagr.am/p/RgRHbanXeI/�Â� "
255413503148564000	137068326	neutral	Indie bands Family of the Year and White Arrows at Space 301 this Wednesday - check out some new music: http://fb.me/1Tkx3NdBJ�Â� 
261886156218716000	226460012	neutral	Watch for the sea of pink strutting through Cupertino on Saturday morning. Give 'em a wave, or a honk, or just... http://fb.me/Blbztk5S�Â� 
199151378256511000	24457210	positive	Happy sixth of may, or what's referred to as national Hate the Inventor of the Margarita Day.
192144522044645000	291015738	objective	Check out all of Monday's highlights in 2:19 with the Daily Zap: http://fb.me/X5ozOjhz�Â� 
258822216689545000	89343613	positive	Watched Act of Valor for the 3rd time and almost cried again!! I love dat movie!!
263461682666422000	271144180	positive	Just got the last win of the season! 2nd place in league woot woot! CIF HERE WE COME!!! ;)
262591499710116000	19951102	positive	Can't wait for opening night at Madison Square Garden. Will be there for the Knicks/Heat game on Friday! #fun
257343426083836000	204028034	positive	son if deandre learned anything more than dunking.he could be the 3rd best center in the league. brook lopez's rebound numbers hold him back
263402782902612000	325538029	positive	@WindUpRecords Hi, would love to organise a photo pass to shoot the Evanescence gig in London on 9th, who can I contact to arrange?
220597931839996000	40963830	positive	Happy 4th from the Bomb Squad! http://fb.me/1zelvBfUn�Â� 
263947820485202000	351678549	positive	Has just won two tickets to evanescence on Monday boom! Thanks @CapitalFMArena
263640784178381000	217109358	objective-OR-neutral	So whos seeing Peacock and Gamble tomorrow who can get me a ticket because I haven't got a card. I have the money, I'll give it to you there
264185448358875000	412579196	negative	Was going to watch Brooklyn Nets - New York Knicks tonight but it got postponed, Knicks gonna get butt-fucked by Miami tomorrow :(
261460749715661000	411039931	objective	#pakistan#news Procter and Gamble sales fall 6.7 %: P&G said net earnings in the quarter to September 30 fell to... http://bit.ly/VIiiGy�Â� 
262190270219690000	49053573	neutral	Back in the day when Catholics ate fish every Friday, our school thought it'd serve for lunch the best of both worlds: tunafish hot dogs.
261643826349871000	615725532	objective-OR-neutral	Guess I'm singing 'What Makes You Beautiful' with @HeyKevinLiu tomorrow for choir #Leggo
263867938858213000	627696130	positive	5 days of rodeo in one week time :) So excited! 10th year going #CFR12
261645729402077000	360311934	neutral	@Tyga Ay you gone release the HotelCalifornia in feb like you did with Careless World ?
220795909947138000	161622862	objective-OR-neutral	Unofficially Yours for the 2nd time around. #nw with @mapeyyy @argery_mae @better_bitch @sayotekid20
215923592876130000	18881684	negative	Ghost Rider 2 is out on Monday. Ignore it.
233950706476929000	176172631	negative	"It's fucking Friday! So it's only right to bump ""Friday"" by Flatbush Zombies at ignorant levels"
263876241046774000	417756246	objective	Polar Dust is hitting Black Dahlia in Boksburg on the 10th of November. Click here for event details: http://www.facebook.com/events/373269202757858/�Â� �â��¦
251878093797614000	140503543	positive	@peckbros just sat in with King Cake. Fun times!
252382136877842000	302022886	positive	Girls Gone Wild! @Sab_Cat @KelceyWebb just a little bit of fun in the sun!!! @H2O @NicciBeach #fun #sun #par http://instagr.am/p/QMvzcFNZu-/�Â� 
227840994090037000	430158138	objective	An Evening with Maya Angelou 7:30 p.m. Oct. 4 in Elon University's Alumni Gym. $12. Tickets available Sept. 13. (336) 278-5610.
246776641509011000	166643204	negative	I don't want to go to school on Monday . My excuse will be that HISD doesn't have school lol ~
264251124494762000	230927262	positive	I may not be a diehard fan of SS but all the things I've heard about this man make him sound like a hero. My http://instagr.am/p/RhFJlGEItZ/�Â� 
212566644147503000	13651192	positive	Life is good, Imperial Woodpecker Sno-Balls are back! 124 MacDougal b/t 3rd and Bleecker. Bring on the King Cake! @ImperialSno #snogood!
246291939689914000	525245514	neutral	Price: I'd take Vitali fight: David Price says he would fight Vitali Klitschko tomorrow - but admits it ... http://bit.ly/PmG0QL�Â�  #sports
246458814767981000	61048980	objective-OR-neutral	Dethklok, All That Remains, Machine Head, and The Black Dahlia Murder at Stage AE November 8th..HIGHLY considering going to that.#heavymetal
192267144535355000	22309653	negative	Today, April 17th (Palestinian Prisoner's day), is ironically the day Israel claimed it would release Khader Adnan. No action yet.
258844062927421000	34296252	objective	5 minutes to learn what the Raspberry Pi is all about http://www.guardian.co.uk/technology/video/2012/oct/17/raspberry-pi-hands-on-day-video�Â� �â��¦
263967311206183000	24805503	positive	Today for the first time I noticed how gorgeous it is when the sun comes up over the Washington Monument.
235405597468668000	16645845	neutral	Tomorrow at 12pm, you will finally be able to watch Filthy Rich clip in youtube #FilthyRichClip
264234794509017000	266248792	neutral	I just need to see Lauren on Saturday already.
264206068345881000	160371712	positive	Lamb of God is coming to town on the 12th!!!!!!!!!!!!!!!! #omg I'm soooo excited XD I can't wait to get into the pit and go crazy! \m/
264145929190388000	177681312	negative	i have to drive with Ms. Pope Saturday... kill me now.
263861862930723000	27163048	positive	Ok all y'all Catholics, tomorrow be a holy day of obligation. Be sure to get y'all a$$ to mass.
251708257947759000	8671262	positive	Just handed in my application for the Marie Colvin Scholarship at The Sunday Times. An exciting moment.
259175928662475000	456311741	neutral	Will be at Manly Market & Mittagong on Saturday. Crows Nest Fair and Kiama Market Sunday. Hope to see you there
246930991527121000	763619580	objective-OR-neutral	Up early on a saturday to cook chili with Sean Cunningham at the ICS Chili cook off in New Haven CT.
260630095025304000	28294628	neutral	#asiabrief Kevin Rudd calls for T-shirt design to rival the Kevin-07 logo - Herald Sun: Brisbane TimesKevin Rudd... http://bit.ly/VxSb59�Â� 
251706777488462000	83490423	neutral	Continental Senior Living will have a booth on the square for Pancake Day on Saturday. Come by to learn more about... http://fb.me/SzRz7e2C�Â� 
263996143199994000	333906347	negative	Ghost Rider: Spirit of Vengeance was a lost cause. You had nowhere to go but up after the 1st movie. And then you decided to dig a hole...
262377868431086000	584331457	negative	@NICKIMINAJ you do realise that in like 50 years, us Barbz will be sat in a nursing home still wanting the RIM video :((((
259462226468012000	270691819	negative	O. Johnson commits his 3rd foul! He's cold off the bench with 3 fouls and a turnover in Q4. #Pacers losing 98-87, 4:52 left.
259778204787692000	55094525	positive	Have you got your tickets yet? London's newest whorehouse opens next Saturday! Leicester Square Theatre http://fb.me/1FRmZVdIY�Â� 
253978328933999000	42996166	neutral	@spiderholster Please help! Love my holster bought Feb '12 at WPPI but it's frayed in many places. Urgent need for help b4 Oct 27 wedding ta
258227256638456000	94839019	objective-OR-neutral	Foes to city, HISD, HCC bond measures emerge. http://ow.ly/ewbCu�Â�  The antis make 1st appearance just 3 wks b4 election day.
264210724832809000	170407458	objective-OR-neutral	I need food, a pain pill, a glass of wine, a comfortable bed, and zero noise. In that order..And this day repeats tomorrow and Sat.
263798557461598000	798911048	positive	Tomorrow...Walmart, Target, Walgreens, CVS, Kroger, whoever..I'm coming for that discounted candy...be ready for it ;)
263160168890642000	34853997	positive	3 wickets in 1st session, Eng bowlers will be extremely happy! Just Tiwary, Raina and Saha left along with Yuvi. Rayudu should've played!
263626814507844000	866782710	positive	Looking forward to rocking it out at Roma's in Louisa on Saturday night!!!! Hope to see everyone there!!!! No cover!!
264096306572714000	242829948	objective	B-CU Fans: A live video stream of Saturday's football game vs. Morgan State will be available at the following link... http://tinyurl.com/afzsyqb�Â� 
260924360972464000	587092903	positive	I love you too RiRi! Can't wait for Friday! <3
205392161477370000	190625491	objective-OR-neutral	We will be closed this Monday, February 20th for Presidents Day. If you need access to your account over the... http://fb.me/1ojc8uwt9�Â� 
263075597478134000	553085360	neutral	Mick Jagger with the Monday Night Football song #swagswagswag
263690172766486000	748921914	negative	1st 5-star review. Colour of Lemon sets off like a bullet train with the gruesome murder of one of Sowerbutt's own.
263835668063588000	474319122	negative	Will Evelyn ever finish her hw? the world may never know
254522959409074000	29682558	positive	It makes me feel so gay that I just set the classical Brit awards to record tomorrow haha oh dear
263481540321894000	507303395	positive	Ready to see the Sixers play the Nuggets tomorrow!
263679178258412000	38606708	positive	Happy 13th birthday to one of my favorite boys, Zachary! He's growing up so fast, he's almost as tall as me. http://instagr.am/p/RdBKLXTYRp/�Â� 
245113789022863000	334235501	objective-OR-neutral	interviewing Paul Conroy later for @LeedsStudent -the photographer injured working with The Sunday Times journalist Marie Colvin in Syria
198879846020026000	35164896	negative	Depending on your sensibilities, Unofficially Yours may seem progressive or derivative. Too bad the leads can't supply the heat it needed.
264113303020769000	32167942	positive	I'm driving in to Long Beach Saturday. If anyone has clothes, food, cleaning supplies, linens to donate please let me know! Thank you!
263887289313268000	743515699	negative	the fact that so many will vote for a socialist fake liar for President is very very frightening and may bring America to ruin!
256294300894233000	596453555	objective	The Daily Zap - All the action from Wednesday's six pack can be found right here in the Daily Zap. http://ow.ly/2sCGip�Â� 
258941722757837000	557447346	positive	Swing by the All Arts Market Friday night at Neighborhood Theatre! Come buy local and start your Christmas shopping early:)
264135933664834000	891210236	negative	Team Rita, oh you fancy huh? 2nd place, trophies, eatin' at the Blackwell 2nd place, trophies, eatin' at the Blackwell. Oh you fancy huh?
251807051209118000	15940915	positive	HISD's chief financial officer will retire in December: http://bit.ly/V7y2jm�Â� . I hope the rest of the finance staff will answer my questions!
264199411914125000	270087140	positive	Got a lot of work done tonight, kinda proud. Tomorrow is gonna be a good day, happy Friday.
262959496035459000	27646245	neutral	Jennifer Aniston takes the plunge is low-cut, sexy outfit. Too much? See #Ottawa Sun photo gallery & vote. http://www.ottawasun.com/2012/10/29/jennifer-aniston-takes-the-plunge�Â� �â��¦
245730704271475000	278788767	neutral	thinking about stepping out tomorrow too club bodi.... decision's to be made
